Transaction ID,Date,Product Category,Product Name,Color,Units Sold,Unit Price,Total Revenue,Region,Payment Method
1566,2024-01-13,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Mumbai,Debit Card
1567,2024-01-13,Lower Wear,Cargo Shorts,Khaki,1,1299,1299,Mumbai,Debit Card
1568,2024-01-13,Upper Wear,Casual Shirt,Blue,1,1499,1499,Mumbai,Credit Card
1569,2024-01-13,Lower Wear,Jogger Pants,Navy,1,1799,1799,Mumbai,Credit Card
1570,2024-01-13,Upper Wear,Casual Shirt,Blue,1,1499,1499,Mumbai,UPI
1571,2024-01-13,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Mumbai,Debit Card
1572,2024-01-13,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Credit Card
1573,2024-01-13,Upper Wear,Denim Jacket,Black,1,4999,4999,Mumbai,Credit Card
1574,2024-01-13,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Debit Card
1575,2024-01-13,Upper Wear,Denim Jacket,Black,2,4999,9998,Delhi,UPI
1576,2024-01-13,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Delhi,Credit Card
1577,2024-01-13,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Delhi,Credit Card
1578,2024-01-13,Upper Wear,Hooded Sweatshirt,Red,1,2499,2499,Delhi,UPI
1579,2024-01-13,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Credit Card
1580,2024-01-13,Lower Wear,Cargo Shorts,Black,1,1299,1299,Delhi,Credit Card
1581,2024-01-13,Lower Wear,Cargo Shorts,Black,1,1299,1299,Delhi,UPI
1582,2024-01-13,Upper Wear,Casual Shirt,Grey,2,1499,2998,Delhi,Debit Card
1583,2024-01-13,Lower Wear,Jogger Pants,Grey,2,1799,3598,Delhi,UPI
1584,2024-01-13,Lower Wear,Chino Pants,Beige,1,1999,1999,Delhi,Debit Card
1585,2024-01-13,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Delhi,UPI
1586,2024-01-13,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Delhi,Credit Card
1587,2024-01-13,Upper Wear,Denim Jacket,Black,3,4999,14997,Delhi,Credit Card
1588,2024-01-13,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Hyderabad,Credit Card
1589,2024-01-13,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Hyderabad,Credit Card
1590,2024-01-13,Lower Wear,Cargo Shorts,Black,2,1299,2598,Hyderabad,UPI
1591,2024-01-13,Upper Wear,Casual Shirt,Grey,3,1499,4497,Hyderabad,Credit Card
1592,2024-01-13,Lower Wear,Cargo Shorts,Black,2,1299,2598,Hyderabad,UPI
1593,2024-01-13,Lower Wear,Jogger Pants,Grey,2,1799,3598,Hyderabad,Credit Card
1594,2024-01-13,Upper Wear,Slim Fit T-Shirt,White,2,799,1598,Hyderabad,Debit Card
1595,2024-01-13,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Hyderabad,Credit Card
1596,2024-01-13,Lower Wear,Jogger Pants,Navy,2,1799,3598,Hyderabad,Credit Card
1597,2024-01-13,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Hyderabad,UPI
1598,2024-01-14,Upper Wear,Casual Shirt,Blue,1,1499,1499,Bangalore,UPI
1599,2024-01-14,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Bangalore,Credit Card
1600,2024-01-14,Upper Wear,Casual Shirt,Grey,3,1499,4497,Bangalore,UPI
1601,2024-01-14,Lower Wear,Jogger Pants,Grey,3,1799,5397,Bangalore,UPI
1602,2024-01-14,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Bangalore,UPI
1603,2024-01-14,Upper Wear,Casual Shirt,Blue,1,1499,1499,Bangalore,Debit Card
1604,2024-01-14,Upper Wear,Hooded Sweatshirt,Red,2,2499,4998,Bangalore,Debit Card
1605,2024-01-14,Upper Wear,Hooded Sweatshirt,Red,1,2499,2499,Bangalore,Debit Card
1606,2024-01-14,Lower Wear,Jogger Pants,Grey,3,1799,5397,Bangalore,UPI
1607,2024-01-14,Lower Wear,Jogger Pants,Grey,3,1799,5397,Bangalore,Debit Card
1608,2024-01-14,Lower Wear,Cargo Shorts,Black,1,1299,1299,Bangalore,Debit Card
1609,2024-01-14,Lower Wear,Jogger Pants,Navy,1,1799,1799,Bangalore,UPI
1610,2024-01-14,Upper Wear,Hooded Sweatshirt,Red,2,2499,4998,Bangalore,Debit Card
1611,2024-01-14,Upper Wear,Denim Jacket,Black,3,4999,14997,Mumbai,Credit Card
1612,2024-01-14,Upper Wear,Casual Shirt,Blue,2,1499,2998,Mumbai,UPI
1613,2024-01-14,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Mumbai,Debit Card
1614,2024-01-14,Upper Wear,Casual Shirt,Blue,2,1499,2998,Mumbai,Credit Card
1615,2024-01-14,Lower Wear,Chino Pants,Beige,1,1999,1999,Mumbai,Credit Card
1616,2024-01-14,Upper Wear,Casual Shirt,Blue,3,1499,4497,Mumbai,Debit Card
1617,2024-01-14,Lower Wear,Jogger Pants,Grey,1,1799,1799,Mumbai,Debit Card
1618,2024-01-14,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Mumbai,UPI
1619,2024-01-14,Upper Wear,Denim Jacket,Black,2,4999,9998,Mumbai,Debit Card
1620,2024-01-14,Lower Wear,Slim Jeans,Dark Blue,2,2999,5998,Mumbai,Debit Card
1621,2024-01-14,Lower Wear,Cargo Shorts,Black,1,1299,1299,Mumbai,Credit Card
1622,2024-01-14,Upper Wear,Denim Jacket,Black,2,4999,9998,Mumbai,Credit Card
1623,2024-01-14,Lower Wear,Jogger Pants,Grey,1,1799,1799,Mumbai,Debit Card
1624,2024-01-14,Upper Wear,Denim Jacket,Black,1,4999,4999,Delhi,Debit Card
1625,2024-01-14,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Delhi,Credit Card
1626,2024-01-14,Upper Wear,Denim Jacket,Black,1,4999,4999,Delhi,Debit Card
1627,2024-01-14,Lower Wear,Jogger Pants,Navy,2,1799,3598,Delhi,Debit Card
1628,2024-01-14,Lower Wear,Chino Pants,Beige,3,1999,5997,Delhi,Debit Card
1629,2024-01-14,Lower Wear,Jogger Pants,Grey,1,1799,1799,Delhi,Debit Card
1630,2024-01-14,Lower Wear,Jogger Pants,Navy,1,1799,1799,Delhi,Credit Card
1631,2024-01-14,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Delhi,UPI
1632,2024-01-14,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Delhi,Debit Card
1633,2024-01-14,Lower Wear,Jogger Pants,Grey,2,1799,3598,Delhi,Debit Card
1634,2024-01-14,Lower Wear,Jogger Pants,Grey,1,1799,1799,Delhi,UPI
1635,2024-01-14,Lower Wear,Cargo Shorts,Black,2,1299,2598,Delhi,Credit Card
1636,2024-01-14,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Delhi,Debit Card
1637,2024-01-14,Upper Wear,Denim Jacket,Black,2,4999,9998,Hyderabad,Credit Card
1638,2024-01-14,Upper Wear,Casual Shirt,Blue,3,1499,4497,Hyderabad,Credit Card
1639,2024-01-14,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Hyderabad,Debit Card
1640,2024-01-14,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Hyderabad,Debit Card
1641,2024-01-14,Lower Wear,Cargo Shorts,Khaki,2,1299,2598,Hyderabad,Credit Card
1642,2024-01-14,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Hyderabad,UPI
1643,2024-01-14,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Hyderabad,Debit Card
1644,2024-01-14,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Hyderabad,Debit Card
1645,2024-01-14,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Hyderabad,Debit Card
1646,2024-01-14,Lower Wear,Jogger Pants,Grey,1,1799,1799,Hyderabad,Debit Card
1647,2024-01-15,Lower Wear,Chino Pants,Beige,3,1999,5997,Bangalore,Debit Card
1648,2024-01-15,Lower Wear,Jogger Pants,Grey,1,1799,1799,Bangalore,Credit Card
1649,2024-01-15,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Bangalore,Debit Card
1650,2024-01-15,Upper Wear,Denim Jacket,Black,1,4999,4999,Bangalore,Debit Card
1651,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Bangalore,Credit Card
1652,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Bangalore,UPI
1653,2024-01-15,Lower Wear,Jogger Pants,Grey,2,1799,3598,Bangalore,UPI
1654,2024-01-15,Lower Wear,Jogger Pants,Navy,2,1799,3598,Bangalore,UPI
1655,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Bangalore,Credit Card
1656,2024-01-15,Lower Wear,Jogger Pants,Grey,1,1799,1799,Bangalore,Debit Card
1657,2024-01-15,Upper Wear,Slim Fit T-Shirt,Black,2,799,1598,Bangalore,Debit Card
1658,2024-01-15,Upper Wear,Denim Jacket,Indigo,2,4999,9998,Bangalore,UPI
1659,2024-01-15,Upper Wear,Slim Fit T-Shirt,White,1,799,799,Mumbai,Credit Card
1660,2024-01-15,Lower Wear,Jogger Pants,Navy,2,1799,3598,Mumbai,Debit Card
1661,2024-01-15,Lower Wear,Cargo Shorts,Khaki,1,1299,1299,Mumbai,UPI
1662,2024-01-15,Lower Wear,Slim Jeans,Dark Blue,1,2999,2999,Mumbai,UPI
1663,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Mumbai,Credit Card
1664,2024-01-15,Lower Wear,Jogger Pants,Navy,1,1799,1799,Mumbai,Debit Card
1665,2024-01-15,Upper Wear,Slim Fit T-Shirt,White,1,799,799,Mumbai,UPI
1666,2024-01-15,Upper Wear,Hooded Sweatshirt,Red,2,2499,4998,Mumbai,Debit Card
1667,2024-01-15,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Mumbai,UPI
1668,2024-01-15,Lower Wear,Jogger Pants,Grey,3,1799,5397,Mumbai,Debit Card
1669,2024-01-15,Upper Wear,Slim Fit T-Shirt,Black,3,799,2397,Mumbai,Credit Card
1670,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,3,2499,7497,Mumbai,Debit Card
1671,2024-01-15,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Delhi,Credit Card
1672,2024-01-15,Upper Wear,Denim Jacket,Indigo,1,4999,4999,Delhi,Debit Card
1673,2024-01-15,Lower Wear,Chino Pants,Beige,2,1999,3998,Delhi,Debit Card
1674,2024-01-15,Lower Wear,Jogger Pants,Navy,3,1799,5397,Delhi,Debit Card
1675,2024-01-15,Lower Wear,Chino Pants,Beige,1,1999,1999,Delhi,Credit Card
1676,2024-01-15,Lower Wear,Jogger Pants,Grey,2,1799,3598,Delhi,Debit Card
1677,2024-01-15,Upper Wear,Denim Jacket,Black,2,4999,9998,Delhi,Debit Card
1678,2024-01-15,Upper Wear,Casual Shirt,Grey,2,1499,2998,Delhi,UPI
1679,2024-01-15,Upper Wear,Hooded Sweatshirt,Red,3,2499,7497,Delhi,UPI
1680,2024-01-15,Upper Wear,Denim Jacket,Black,2,4999,9998,Delhi,Credit Card
1681,2024-01-15,Lower Wear,Jogger Pants,Navy,1,1799,1799,Delhi,UPI
1682,2024-01-15,Lower Wear,Cargo Shorts,Khaki,3,1299,3897,Delhi,UPI
1683,2024-01-15,Lower Wear,Chino Pants,Beige,3,1999,5997,Hyderabad,Debit Card
1684,2024-01-15,Upper Wear,Casual Shirt,Grey,3,1499,4497,Hyderabad,Credit Card
1685,2024-01-15,Upper Wear,Denim Jacket,Indigo,2,4999,9998,Hyderabad,Credit Card
1686,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,1,2499,2499,Hyderabad,Credit Card
1687,2024-01-15,Upper Wear,Hooded Sweatshirt,Black,2,2499,4998,Hyderabad,UPI
1688,2024-01-15,Lower Wear,Jogger Pants,Grey,3,1799,5397,Hyderabad,UPI
1689,2024-01-15,Upper Wear,Casual Shirt,Grey,1,1499,1499,Hyderabad,Credit Card
1690,2024-01-15,Lower Wear,Slim Jeans,Dark Blue,3,2999,8997,Hyderabad,Debit Card
1691,2024-01-15,Upper Wear,Slim Fit T-Shirt,Black,1,799,799,Hyderabad,Credit Card
