Transaction ID,Date,Product Category,Product Name,Color,Units Sold,Unit Price,Total Revenue,Region
542266,2011-01-26,Home Decor,White Hanging Heart T-Light Holder,White,9,2.95,26.55,United Kingdom
542266,2011-01-26,Home Decor,Red Hanging Heart T-Light Holder,Red,4,2.95,11.8,United Kingdom
542268,2011-01-27,Kitchen & Dining,Pack Of 72 Skull Cake Cases,Unspecified,48,0.55,26.4,United Kingdom
542272,2011-01-27,Stationery & Craft,Vintage Snap Cards,Unspecified,12,0.85,10.2,United Kingdom
542274,2011-01-27,Home Decor,Wooden Frame Antique White,White,6,2.95,17.7,United Kingdom
542274,2011-01-27,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,10,1.95,19.5,United Kingdom
542274,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542275,2011-01-27,Bags & Storage,Woodland Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542275,2011-01-27,Bags & Storage,Jumbo Bag Strawberry,Unspecified,10,1.95,19.5,United Kingdom
542276,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,6,5.95,35.7,Lebanon
542276,2011-01-27,Home Decor,Wooden Frame Antique White,White,6,2.95,17.7,Lebanon
542276,2011-01-27,Uncategorised,Party Bunting,Unspecified,15,4.65,69.75,Lebanon
542277,2011-01-27,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,12,0.85,10.2,United Kingdom
542277,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,32,2.55,81.6,United Kingdom
542277,2011-01-27,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,1.69,13.52,United Kingdom
542277,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,9,5.95,53.55,United Kingdom
542277,2011-01-27,Uncategorised,Love Building Block Word,Unspecified,9,5.95,53.55,United Kingdom
542277,2011-01-27,Home Decor,Wooden Frame Antique White,White,12,2.95,35.4,United Kingdom
542284,2011-01-27,Bags & Storage,Lunch Bag Cars Blue,Blue,10,1.65,16.5,United Kingdom
542303,2011-01-27,Uncategorised,Party Bunting,Unspecified,5,4.65,23.25,Spain
542303,2011-01-27,Home Decor,Red Toadstool Led Night Light,Red,12,1.65,19.8,Spain
542303,2011-01-27,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,24,0.55,13.2,Spain
542303,2011-01-27,Bags & Storage,Jumbo Bag Pink Vintage Paisley,Pink,10,1.95,19.5,Spain
542320,2011-01-27,Bags & Storage,Jumbo  Bag Baroque Black White,Black,20,1.95,39.0,United Kingdom
542344,2011-01-27,Home Decor,Red Toadstool Led Night Light,Red,1,3.29,3.29,United Kingdom
542344,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,1,11.63,11.63,United Kingdom
542344,2011-01-27,Bags & Storage,Jumbo Bag Pink Vintage Paisley,Pink,1,4.13,4.13,United Kingdom
542344,2011-01-27,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,1,4.13,4.13,United Kingdom
542344,2011-01-27,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,2,1.25,2.5,United Kingdom
542344,2011-01-27,Bags & Storage,Woodland Charlotte Bag,Unspecified,9,1.63,14.67,United Kingdom
542344,2011-01-27,Home Decor,Victorian Glass Hanging T-Light,Unspecified,17,2.46,41.82,United Kingdom
542344,2011-01-27,Uncategorised,Jumbo Shopper Vintage Red Paisley,Red,1,4.13,4.13,United Kingdom
542344,2011-01-27,Bags & Storage,Jumbo  Bag Baroque Black White,Black,1,4.13,4.13,United Kingdom
542344,2011-01-27,Home Decor,Bathroom Metal Sign,Unspecified,2,1.25,2.5,United Kingdom
542344,2011-01-27,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,1,1.25,1.25,United Kingdom
542345,2011-01-27,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,2,1.25,2.5,United Kingdom
542347,2011-01-27,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,10,1.95,19.5,United Kingdom
542347,2011-01-27,Bags & Storage,Lunch Bag  Black Skull.,Black,10,1.65,16.5,United Kingdom
542347,2011-01-27,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542347,2011-01-27,Bags & Storage,Woodland Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542347,2011-01-27,Bags & Storage,Lunch Bag Cars Blue,Blue,10,1.65,16.5,United Kingdom
542350,2011-01-27,Home Decor,Victorian Glass Hanging T-Light,Unspecified,12,1.25,15.0,United Kingdom
542353,2011-01-27,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,1.69,13.52,United Kingdom
542353,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542354,2011-01-27,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,20,1.95,39.0,United Kingdom
542354,2011-01-27,Bags & Storage,Jumbo  Bag Baroque Black White,Black,10,1.95,19.5,United Kingdom
542354,2011-01-27,Uncategorised,Love Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542354,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542360,2011-01-27,Uncategorised,Love Building Block Word,Unspecified,2,5.95,11.9,United Kingdom
542360,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,2,2.95,5.9,United Kingdom
542360,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,2,2.95,5.9,United Kingdom
542360,2011-01-27,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,4,0.85,3.4,United Kingdom
542370,2011-01-27,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542370,2011-01-27,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,12,1.25,15.0,United Kingdom
542370,2011-01-27,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,24,0.55,13.2,United Kingdom
542374,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542374,2011-01-27,Uncategorised,Love Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542375,2011-01-27,Home Decor,Red Toadstool Led Night Light,Red,12,1.65,19.8,Germany
542381,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542381,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542382,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,12,2.95,35.4,United Kingdom
542388,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,6,2.95,17.7,United Kingdom
542388,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542393,2011-01-27,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,1,0.55,0.55,United Kingdom
542393,2011-01-27,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,3,0.55,1.65,United Kingdom
542393,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,2,2.95,5.9,United Kingdom
542393,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,1,2.95,2.95,United Kingdom
542393,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,1,2.95,2.95,United Kingdom
542393,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,4,2.95,11.8,United Kingdom
542393,2011-01-27,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,4,0.95,3.8,United Kingdom
542397,2011-01-27,Home Decor,Lunch Bag Spaceboy Design,Unspecified,20,1.65,33.0,United Kingdom
542398,2011-01-27,Home Decor,Red Hanging Heart T-Light Holder,Red,2,2.95,5.9,United Kingdom
542398,2011-01-27,Home Decor,White Hanging Heart T-Light Holder,White,2,2.95,5.9,United Kingdom
542398,2011-01-27,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,6,1.25,7.5,United Kingdom
542398,2011-01-27,Home Decor,Zinc Metal Heart Decoration,Unspecified,10,1.25,12.5,United Kingdom
542401,2011-01-27,Home Decor,Zinc Metal Heart Decoration,Unspecified,2,1.25,2.5,United Kingdom
542401,2011-01-27,Bags & Storage,Lunch Bag Cars Blue,Blue,1,1.65,1.65,United Kingdom
542401,2011-01-27,Home Decor,Lunch Bag Spaceboy Design,Unspecified,1,1.65,1.65,United Kingdom
542406,2011-01-27,Uncategorised,Home Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542407,2011-01-27,Home Decor,Wooden Frame Antique White,White,6,2.95,17.7,United Kingdom
542408,2011-01-27,Bags & Storage,Lunch Bag Woodland,Unspecified,10,1.65,16.5,United Kingdom
542408,2011-01-27,Bags & Storage,Lunch Bag Cars Blue,Blue,10,1.65,16.5,United Kingdom
542408,2011-01-27,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542408,2011-01-27,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,1,0.95,0.95,United Kingdom
542420,2011-01-27,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,4,0.55,2.2,United Kingdom
542420,2011-01-27,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,4,0.55,2.2,United Kingdom
542420,2011-01-27,Kitchen & Dining,Pack Of 72 Skull Cake Cases,Unspecified,2,0.55,1.1,United Kingdom
542420,2011-01-27,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,8,1.25,10.0,United Kingdom
542422,2011-01-27,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,6,1.25,7.5,United Kingdom
542422,2011-01-27,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,6,1.25,7.5,United Kingdom
542429,2011-01-28,Bags & Storage,Lunch Bag Cars Blue,Blue,20,1.65,33.0,United Kingdom
542429,2011-01-28,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542429,2011-01-28,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,10,1.95,19.5,United Kingdom
542434,2011-01-28,Home Decor,Red Hanging Heart T-Light Holder,Red,6,2.95,17.7,United Kingdom
542434,2011-01-28,Home Decor,White Hanging Heart T-Light Holder,White,12,2.95,35.4,United Kingdom
542470,2011-01-28,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,12,0.85,10.2,United Kingdom
542470,2011-01-28,Home Decor,White Hanging Heart T-Light Holder,White,12,2.95,35.4,United Kingdom
542503,2011-01-28,Bags & Storage,Strawberry Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542503,2011-01-28,Bags & Storage,Woodland Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542503,2011-01-28,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,1.69,13.52,United Kingdom
542503,2011-01-28,Bags & Storage,Lunch Bag Cars Blue,Blue,10,1.65,16.5,United Kingdom
542503,2011-01-28,Bags & Storage,Lunch Bag  Black Skull.,Black,10,1.65,16.5,United Kingdom
542503,2011-01-28,Bags & Storage,Lunch Bag Woodland,Unspecified,10,1.65,16.5,United Kingdom
542503,2011-01-28,Home Decor,Bathroom Metal Sign,Unspecified,12,0.55,6.6,United Kingdom
542503,2011-01-28,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,12,1.25,15.0,United Kingdom
542503,2011-01-28,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,12,0.85,10.2,United Kingdom
542506,2011-01-28,Uncategorised,Jumbo Shopper Vintage Red Paisley,Red,10,1.95,19.5,United Kingdom
542506,2011-01-28,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542506,2011-01-28,Bags & Storage,Lunch Bag Cars Blue,Blue,10,1.65,16.5,United Kingdom
542511,2011-01-28,Bags & Storage,Lunch Bag Woodland,Unspecified,10,1.65,16.5,United Kingdom
542517,2011-01-28,Uncategorised,Party Bunting,Unspecified,50,3.75,187.5,United Kingdom
542517,2011-01-28,Home Decor,Red Hanging Heart T-Light Holder,Red,96,2.55,244.8,United Kingdom
542519,2011-01-28,Bags & Storage,Strawberry Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542519,2011-01-28,Home Decor,Wooden Frame Antique White,White,12,2.95,35.4,United Kingdom
542520,2011-01-28,Home Decor,Red Hanging Heart T-Light Holder,Red,5,2.95,14.75,United Kingdom
542520,2011-01-28,Home Decor,White Hanging Heart T-Light Holder,White,5,2.95,14.75,United Kingdom
542526,2011-01-28,Stationery & Craft,Vintage Snap Cards,Unspecified,12,0.85,10.2,United Kingdom
542526,2011-01-28,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,1.69,13.52,United Kingdom
542526,2011-01-28,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542530,2011-01-28,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542530,2011-01-28,Home Decor,Assorted Colour Bird Ornament,Unspecified,16,1.69,27.04,United Kingdom
542535,2011-01-28,Bags & Storage,Woodland Charlotte Bag,Unspecified,10,0.85,8.5,France
542536,2011-01-28,Bags & Storage,Jumbo Bag Pink Vintage Paisley,Pink,5,4.13,20.65,United Kingdom
542536,2011-01-28,Bags & Storage,Jumbo Bag Pink Vintage Paisley,Pink,3,4.96,14.88,United Kingdom
542536,2011-01-28,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,8,4.96,39.68,United Kingdom
542536,2011-01-28,Home Decor,Lunch Bag Spaceboy Design,Unspecified,2,4.13,8.26,United Kingdom
542536,2011-01-28,Uncategorised,Jumbo Shopper Vintage Red Paisley,Red,11,4.96,54.56,United Kingdom
542536,2011-01-28,Uncategorised,Party Bunting,Unspecified,3,10.79,32.37,United Kingdom
542536,2011-01-28,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,2,1.25,2.5,United Kingdom
542536,2011-01-28,Bags & Storage,Woodland Charlotte Bag,Unspecified,3,2.46,7.38,United Kingdom
542536,2011-01-28,Bags & Storage,Strawberry Charlotte Bag,Unspecified,12,2.46,29.52,United Kingdom
542536,2011-01-28,Bags & Storage,Lunch Bag  Black Skull.,Black,10,4.96,49.6,United Kingdom
542536,2011-01-28,Bags & Storage,Lunch Bag Cars Blue,Blue,7,4.13,28.91,United Kingdom
542538,2011-01-28,Home Decor,White Hanging Heart T-Light Holder,White,32,2.55,81.6,United Kingdom
542541,2011-01-28,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,8,2.08,16.64,United Kingdom
542541,2011-01-28,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,1,1.25,1.25,United Kingdom
542541,2011-01-28,Bags & Storage,Woodland Charlotte Bag,Unspecified,2,1.63,3.26,United Kingdom
542541,2011-01-28,Kitchen & Dining,Pack Of 72 Skull Cake Cases,Unspecified,1,1.25,1.25,United Kingdom
542541,2011-01-28,Bags & Storage,Jumbo  Bag Baroque Black White,Black,1,4.13,4.13,United Kingdom
542541,2011-01-28,Home Decor,White Hanging Heart T-Light Holder,White,1,5.79,5.79,United Kingdom
542541,2011-01-28,Uncategorised,Home Building Block Word,Unspecified,2,11.63,23.26,United Kingdom
542541,2011-01-28,Uncategorised,Love Building Block Word,Unspecified,2,11.63,23.26,United Kingdom
542541,2011-01-28,Bags & Storage,Jumbo Storage Bag Suki,Unspecified,1,4.13,4.13,United Kingdom
542541,2011-01-28,Home Decor,Victorian Glass Hanging T-Light,Unspecified,25,2.46,61.5,United Kingdom
542541,2011-01-28,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,3.12,24.96,United Kingdom
542543,2011-01-28,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,12,1.25,15.0,United Kingdom
542578,2011-01-28,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,12,1.25,15.0,United Kingdom
542578,2011-01-28,Bags & Storage,Lunch Bag  Black Skull.,Black,10,1.65,16.5,United Kingdom
542584,2011-01-28,Bags & Storage,Lunch Bag  Black Skull.,Black,5,1.65,8.25,United Kingdom
542584,2011-01-28,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,4,0.95,3.8,United Kingdom
542590,2011-01-28,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,2,0.95,1.9,United Kingdom
542595,2011-01-30,Uncategorised,Love Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542595,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,32,2.55,81.6,United Kingdom
542595,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,32,2.55,81.6,United Kingdom
542597,2011-01-30,Uncategorised,Love Building Block Word,Unspecified,1,5.95,5.95,United Kingdom
542599,2011-01-30,Home Decor,Victorian Glass Hanging T-Light,Unspecified,12,1.25,15.0,United Kingdom
542599,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,2,2.95,5.9,United Kingdom
542600,2011-01-30,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,12,1.25,15.0,United Kingdom
542600,2011-01-30,Bags & Storage,Strawberry Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542602,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,2,2.95,5.9,United Kingdom
542602,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,2,2.95,5.9,United Kingdom
542603,2011-01-30,Home Decor,Assorted Colour Bird Ornament,Unspecified,16,1.69,27.04,United Kingdom
542603,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,32,2.55,81.6,United Kingdom
542605,2011-01-30,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,10,0.95,9.5,United Kingdom
542606,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,20,2.95,59.0,United Kingdom
542607,2011-01-30,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,6,1.25,7.5,United Kingdom
542607,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542607,2011-01-30,Uncategorised,Love Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542608,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,4,2.95,11.8,United Kingdom
542608,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,4,2.95,11.8,United Kingdom
542609,2011-01-30,Home Decor,Wooden Frame Antique White,White,6,2.95,17.7,United Kingdom
542609,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,8,2.95,23.6,United Kingdom
542610,2011-01-30,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,1,0.95,0.95,United Kingdom
542610,2011-01-30,Bags & Storage,Woodland Charlotte Bag,Unspecified,10,0.85,8.5,United Kingdom
542610,2011-01-30,Home Decor,Red Toadstool Led Night Light,Red,10,1.65,16.5,United Kingdom
542610,2011-01-30,Bags & Storage,Lunch Bag  Black Skull.,Black,10,1.65,16.5,United Kingdom
542611,2011-01-30,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,4,1.25,5.0,United Kingdom
542611,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,6,2.95,17.7,United Kingdom
542611,2011-01-30,Home Decor,Bathroom Metal Sign,Unspecified,25,0.55,13.75,United Kingdom
542611,2011-01-30,Bags & Storage,Lunch Bag  Black Skull.,Black,10,1.65,16.5,United Kingdom
542611,2011-01-30,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,24,0.55,13.2,United Kingdom
542611,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,6,2.95,17.7,United Kingdom
542611,2011-01-30,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,2,0.95,1.9,United Kingdom
542612,2011-01-30,Bags & Storage,Jumbo Bag Strawberry,Unspecified,2,1.95,3.9,United Kingdom
542613,2011-01-30,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,1,0.55,0.55,United Kingdom
542613,2011-01-30,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,2,0.55,1.1,United Kingdom
542614,2011-01-30,Uncategorised,Love Building Block Word,Unspecified,6,5.95,35.7,United Kingdom
542614,2011-01-30,Uncategorised,Home Building Block Word,Unspecified,3,5.95,17.85,United Kingdom
542614,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,12,2.95,35.4,United Kingdom
542614,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,12,2.95,35.4,United Kingdom
542616,2011-01-30,Uncategorised,Party Bunting,Unspecified,5,4.65,23.25,United Kingdom
542617,2011-01-30,Home Decor,Red Hanging Heart T-Light Holder,Red,2,2.95,5.9,United Kingdom
542617,2011-01-30,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,1.69,13.52,United Kingdom
542617,2011-01-30,Bags & Storage,Lunch Bag  Black Skull.,Black,4,1.65,6.6,United Kingdom
542617,2011-01-30,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,12,0.85,10.2,United Kingdom
542617,2011-01-30,Uncategorised,Love Building Block Word,Unspecified,1,5.95,5.95,United Kingdom
542617,2011-01-30,Uncategorised,Home Building Block Word,Unspecified,4,5.95,23.8,United Kingdom
542617,2011-01-30,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,4,1.25,5.0,United Kingdom
542618,2011-01-30,Home Decor,Wooden Frame Antique White,White,1,2.95,2.95,United Kingdom
542618,2011-01-30,Home Decor,White Hanging Heart T-Light Holder,White,1,2.95,2.95,United Kingdom
542618,2011-01-30,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,1,0.95,0.95,United Kingdom
542619,2011-01-30,Home Decor,Wooden Frame Antique White,White,6,2.95,17.7,United Kingdom
542619,2011-01-30,Uncategorised,Love Building Block Word,Unspecified,6,5.95,35.7,United Kingdom
542619,2011-01-30,Home Decor,Victorian Glass Hanging T-Light,Unspecified,6,1.25,7.5,United Kingdom
542619,2011-01-30,Home Decor,Zinc Metal Heart Decoration,Unspecified,5,1.25,6.25,United Kingdom
542620,2011-01-31,Bags & Storage,Lunch Bag Cars Blue,Blue,10,1.65,16.5,United Kingdom
542621,2011-01-31,Kitchen & Dining,Pack Of 72 Skull Cake Cases,Unspecified,24,0.55,13.2,Germany
542621,2011-01-31,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,12,1.25,15.0,Germany
542621,2011-01-31,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,24,0.55,13.2,Germany
542622,2011-01-31,Home Decor,Red Toadstool Led Night Light,Red,2,3.29,6.58,United Kingdom
542622,2011-01-31,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,5,2.08,10.4,United Kingdom
542622,2011-01-31,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,3,2.46,7.38,United Kingdom
542622,2011-01-31,Home Decor,White Hanging Heart T-Light Holder,White,1,5.79,5.79,United Kingdom
542622,2011-01-31,Bags & Storage,Lunch Bag Woodland,Unspecified,1,4.13,4.13,United Kingdom
542623,2011-01-31,Home Decor,Bathroom Metal Sign,Unspecified,12,0.55,6.6,United Kingdom
542623,2011-01-31,Kitchen & Dining,Hanging Heart Jar T-Light Holder,Unspecified,24,1.25,30.0,United Kingdom
542623,2011-01-31,Home Decor,White Hanging Heart T-Light Holder,White,24,2.95,70.8,United Kingdom
542623,2011-01-31,Uncategorised,Love Building Block Word,Unspecified,4,5.95,23.8,United Kingdom
542624,2011-01-31,Kitchen & Dining,Pack Of 72 Skull Cake Cases,Unspecified,1,2.08,2.08,United Kingdom
542624,2011-01-31,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,2,3.29,6.58,United Kingdom
542624,2011-01-31,Home Decor,Red Toadstool Led Night Light,Red,3,4.13,12.39,United Kingdom
542624,2011-01-31,Home Decor,Bathroom Metal Sign,Unspecified,1,1.25,1.25,United Kingdom
542624,2011-01-31,Bags & Storage,Jumbo  Bag Baroque Black White,Black,3,4.13,12.39,United Kingdom
542624,2011-01-31,Home Decor,White Hanging Heart T-Light Holder,White,1,6.63,6.63,United Kingdom
542625,2011-01-31,Kitchen & Dining,Pack Of 72 Skull Cake Cases,Unspecified,1,2.08,2.08,United Kingdom
542625,2011-01-31,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,1,3.29,3.29,United Kingdom
542625,2011-01-31,Home Decor,Red Toadstool Led Night Light,Red,3,4.13,12.39,United Kingdom
542625,2011-01-31,Home Decor,Bathroom Metal Sign,Unspecified,1,1.25,1.25,United Kingdom
542625,2011-01-31,Bags & Storage,Jumbo  Bag Baroque Black White,Black,1,4.13,4.13,United Kingdom
542625,2011-01-31,Home Decor,White Hanging Heart T-Light Holder,White,1,6.63,6.63,United Kingdom
542626,2011-01-31,Bags & Storage,Lunch Bag Woodland,Unspecified,10,1.65,16.5,Germany
542627,2011-01-31,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,24,0.55,13.2,United Kingdom
542627,2011-01-31,Bags & Storage,Strawberry Ceramic Trinket Box,Unspecified,12,1.25,15.0,United Kingdom
542627,2011-01-31,Home Decor,Red Hanging Heart T-Light Holder,Red,6,2.95,17.7,United Kingdom
542627,2011-01-31,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,24,0.55,13.2,United Kingdom
542629,2011-01-31,Home Decor,Assorted Colour Bird Ornament,Unspecified,160,1.45,232.0,France
542631,2011-01-31,Uncategorised,Party Bunting,Unspecified,5,4.65,23.25,United Kingdom
542632,2011-01-31,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,120,0.42,50.4,United Kingdom
542632,2011-01-31,Kitchen & Dining,Pack Of 60 Pink Paisley Cake Cases,Pink,120,0.42,50.4,United Kingdom
542633,2011-01-31,Bags & Storage,Woodland Charlotte Bag,Unspecified,6,2.46,14.76,United Kingdom
542633,2011-01-31,Bags & Storage,Strawberry Charlotte Bag,Unspecified,7,2.46,17.22,United Kingdom
542633,2011-01-31,Bags & Storage,Lunch Bag Cars Blue,Blue,3,4.13,12.39,United Kingdom
542633,2011-01-31,Bags & Storage,Jumbo Bag Pink Vintage Paisley,Pink,13,4.96,64.48,United Kingdom
542633,2011-01-31,Home Decor,Lunch Bag Spaceboy Design,Unspecified,2,4.13,8.26,United Kingdom
542633,2011-01-31,Uncategorised,Party Bunting,Unspecified,1,10.79,10.79,United Kingdom
542633,2011-01-31,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,2,1.25,2.5,United Kingdom
542634,2011-01-31,Home Decor,Assorted Colour Bird Ornament,Unspecified,8,1.69,13.52,United Kingdom
542636,2011-01-31,Home Decor,Victorian Glass Hanging T-Light,Unspecified,24,1.25,30.0,United Kingdom
542646,2011-01-31,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,1,0.95,0.95,United Kingdom
542647,2011-01-31,Home Decor,Hanging Heart Zinc T-Light Holder,Unspecified,12,0.85,10.2,United Kingdom
542648,2011-01-31,Home Decor,Assorted Colour Bird Ornament,Unspecified,24,1.69,40.56,Germany
542649,2011-01-31,Uncategorised,Rex Cash+Carry Jumbo Shopper,Unspecified,1,0.95,0.95,United Kingdom
542662,2011-01-31,Stationery & Craft,Vintage Snap Cards,Unspecified,12,0.85,10.2,United Kingdom
542662,2011-01-31,Home Decor,Lunch Bag Spaceboy Design,Unspecified,10,1.65,16.5,United Kingdom
542662,2011-01-31,Bags & Storage,Lunch Bag Woodland,Unspecified,10,1.65,16.5,United Kingdom
542662,2011-01-31,Bags & Storage,Lunch Bag  Black Skull.,Black,10,1.65,16.5,United Kingdom
542662,2011-01-31,Kitchen & Dining,60 Teatime Fairy Cake Cases,Unspecified,24,0.55,13.2,United Kingdom
