Date,Product Name,Product Category,Units Sold,Unit Price,Total Revenue,Region,Transaction ID
2025-06-06,Cotton Handloom Saree,Ethnic & Occasion,3,1599,4797,Delhi,T20250606-DEL
2025-06-06,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Delhi,T20250606-DEL
2025-06-06,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Delhi,T20250606-DEL
2025-06-06,Oversized Cotton Tee,Men · Topwear,3,349,1047,Hyderabad,T20250606-HYD
2025-06-06,Linen Blend Casual Shirt,Men · Topwear,7,999,6993,Hyderabad,T20250606-HYD
2025-06-06,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Hyderabad,T20250606-HYD
2025-06-06,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Hyderabad,T20250606-HYD
2025-06-06,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Hyderabad,T20250606-HYD
2025-06-06,Straight Fit Denim Jeans,Men · Bottomwear,1,1499,1499,Hyderabad,T20250606-HYD
2025-06-06,Cargo Joggers,Men · Bottomwear,6,899,5394,Hyderabad,T20250606-HYD
2025-06-06,Rayon Crop Top,Women · Topwear,13,399,5187,Hyderabad,T20250606-HYD
2025-06-06,Printed A-Line Kurti,Women · Topwear,8,799,6392,Hyderabad,T20250606-HYD
2025-06-06,Ribbed Knit Top,Women · Topwear,3,549,1647,Hyderabad,T20250606-HYD
2025-06-06,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Hyderabad,T20250606-HYD
2025-06-06,High-Rise Skinny Jeans,Women · Bottomwear,7,1399,9793,Hyderabad,T20250606-HYD
2025-06-06,Flowy Palazzo Pants,Women · Bottomwear,2,699,1398,Hyderabad,T20250606-HYD
2025-06-06,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Hyderabad,T20250606-HYD
2025-06-06,Puffer Jacket,Outerwear,1,2499,2499,Hyderabad,T20250606-HYD
2025-06-06,Denim Jacket,Outerwear,2,1799,3598,Hyderabad,T20250606-HYD
2025-06-06,Anarkali Kurta Set,Ethnic & Occasion,2,1999,3998,Hyderabad,T20250606-HYD
2025-06-06,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Hyderabad,T20250606-HYD
2025-06-06,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Hyderabad,T20250606-HYD
2025-06-06,Oversized Cotton Tee,Men · Topwear,3,349,1047,Chennai,T20250606-CHE
2025-06-06,Linen Blend Casual Shirt,Men · Topwear,8,999,7992,Chennai,T20250606-CHE
2025-06-06,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Chennai,T20250606-CHE
2025-06-06,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Chennai,T20250606-CHE
2025-06-06,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Chennai,T20250606-CHE
2025-06-06,Cargo Joggers,Men · Bottomwear,2,899,1798,Chennai,T20250606-CHE
2025-06-06,Rayon Crop Top,Women · Topwear,4,399,1596,Chennai,T20250606-CHE
2025-06-06,Printed A-Line Kurti,Women · Topwear,12,799,9588,Chennai,T20250606-CHE
2025-06-06,Ribbed Knit Top,Women · Topwear,6,549,3294,Chennai,T20250606-CHE
2025-06-06,High-Rise Skinny Jeans,Women · Bottomwear,4,1399,5596,Chennai,T20250606-CHE
2025-06-06,Flowy Palazzo Pants,Women · Bottomwear,7,699,4893,Chennai,T20250606-CHE
2025-06-06,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Chennai,T20250606-CHE
2025-06-06,Denim Jacket,Outerwear,1,1799,1799,Chennai,T20250606-CHE
2025-06-06,Anarkali Kurta Set,Ethnic & Occasion,4,1999,7996,Chennai,T20250606-CHE
2025-06-06,Cotton Handloom Saree,Ethnic & Occasion,8,1599,12792,Chennai,T20250606-CHE
2025-06-06,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Chennai,T20250606-CHE
2025-06-06,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Chennai,T20250606-CHE
2025-06-06,Oversized Cotton Tee,Men · Topwear,7,349,2443,Pune,T20250606-PUN
2025-06-06,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Pune,T20250606-PUN
2025-06-06,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Pune,T20250606-PUN
2025-06-06,Pique Polo T-Shirt,Men · Topwear,2,599,1198,Pune,T20250606-PUN
2025-06-06,Slim Fit Chinos,Men · Bottomwear,1,1199,1199,Pune,T20250606-PUN
2025-06-06,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Pune,T20250606-PUN
2025-06-06,Cargo Joggers,Men · Bottomwear,2,899,1798,Pune,T20250606-PUN
2025-06-06,Rayon Crop Top,Women · Topwear,5,399,1995,Pune,T20250606-PUN
2025-06-06,Printed A-Line Kurti,Women · Topwear,7,799,5593,Pune,T20250606-PUN
2025-06-06,Ribbed Knit Top,Women · Topwear,1,549,549,Pune,T20250606-PUN
2025-06-06,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Pune,T20250606-PUN
2025-06-06,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Pune,T20250606-PUN
2025-06-06,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Pune,T20250606-PUN
2025-06-06,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Pune,T20250606-PUN
2025-06-06,Denim Jacket,Outerwear,2,1799,3598,Pune,T20250606-PUN
2025-06-06,Anarkali Kurta Set,Ethnic & Occasion,3,1999,5997,Pune,T20250606-PUN
2025-06-06,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Pune,T20250606-PUN
2025-06-06,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Pune,T20250606-PUN
2025-06-06,Oversized Cotton Tee,Men · Topwear,9,349,3141,Kolkata,T20250606-KOL
2025-06-06,Linen Blend Casual Shirt,Men · Topwear,10,999,9990,Kolkata,T20250606-KOL
2025-06-06,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Kolkata,T20250606-KOL
2025-06-06,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Kolkata,T20250606-KOL
2025-06-06,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Kolkata,T20250606-KOL
2025-06-06,Cargo Joggers,Men · Bottomwear,3,899,2697,Kolkata,T20250606-KOL
2025-06-06,Rayon Crop Top,Women · Topwear,10,399,3990,Kolkata,T20250606-KOL
2025-06-06,Printed A-Line Kurti,Women · Topwear,8,799,6392,Kolkata,T20250606-KOL
2025-06-06,Ribbed Knit Top,Women · Topwear,1,549,549,Kolkata,T20250606-KOL
2025-06-06,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Kolkata,T20250606-KOL
2025-06-06,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Kolkata,T20250606-KOL
2025-06-06,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Kolkata,T20250606-KOL
2025-06-06,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Kolkata,T20250606-KOL
2025-06-06,Anarkali Kurta Set,Ethnic & Occasion,2,1999,3998,Kolkata,T20250606-KOL
2025-06-06,Cotton Handloom Saree,Ethnic & Occasion,2,1599,3198,Kolkata,T20250606-KOL
2025-06-06,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Kolkata,T20250606-KOL
2025-06-06,Oversized Cotton Tee,Men · Topwear,8,349,2792,Ahmedabad,T20250606-AHM
2025-06-06,Linen Blend Casual Shirt,Men · Topwear,3,999,2997,Ahmedabad,T20250606-AHM
2025-06-06,Pique Polo T-Shirt,Men · Topwear,3,599,1797,Ahmedabad,T20250606-AHM
2025-06-06,Slim Fit Chinos,Men · Bottomwear,1,1199,1199,Ahmedabad,T20250606-AHM
2025-06-06,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Ahmedabad,T20250606-AHM
2025-06-06,Cargo Joggers,Men · Bottomwear,3,899,2697,Ahmedabad,T20250606-AHM
2025-06-06,Rayon Crop Top,Women · Topwear,7,399,2793,Ahmedabad,T20250606-AHM
2025-06-06,Printed A-Line Kurti,Women · Topwear,5,799,3995,Ahmedabad,T20250606-AHM
2025-06-06,Ribbed Knit Top,Women · Topwear,1,549,549,Ahmedabad,T20250606-AHM
2025-06-06,High-Rise Skinny Jeans,Women · Bottomwear,3,1399,4197,Ahmedabad,T20250606-AHM
2025-06-06,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Ahmedabad,T20250606-AHM
2025-06-06,Puffer Jacket,Outerwear,1,2499,2499,Ahmedabad,T20250606-AHM
2025-06-06,Anarkali Kurta Set,Ethnic & Occasion,3,1999,5997,Ahmedabad,T20250606-AHM
2025-06-06,Cotton Handloom Saree,Ethnic & Occasion,1,1599,1599,Ahmedabad,T20250606-AHM
2025-06-06,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Ahmedabad,T20250606-AHM
2025-06-07,Oversized Cotton Tee,Men · Topwear,12,349,4188,Bengaluru,T20250607-BEN
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,3,999,2997,Bengaluru,T20250607-BEN
2025-06-07,Zip-Up Hoodie,Men · Topwear,6,1299,7794,Bengaluru,T20250607-BEN
2025-06-07,Pique Polo T-Shirt,Men · Topwear,9,599,5391,Bengaluru,T20250607-BEN
2025-06-07,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Bengaluru,T20250607-BEN
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,9,1499,13491,Bengaluru,T20250607-BEN
2025-06-07,Cargo Joggers,Men · Bottomwear,10,899,8990,Bengaluru,T20250607-BEN
2025-06-07,Rayon Crop Top,Women · Topwear,17,399,6783,Bengaluru,T20250607-BEN
2025-06-07,Printed A-Line Kurti,Women · Topwear,14,799,11186,Bengaluru,T20250607-BEN
2025-06-07,Ribbed Knit Top,Women · Topwear,6,549,3294,Bengaluru,T20250607-BEN
2025-06-07,Oversized Sweatshirt,Women · Topwear,7,1099,7693,Bengaluru,T20250607-BEN
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,9,1399,12591,Bengaluru,T20250607-BEN
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,8,699,5592,Bengaluru,T20250607-BEN
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,2,899,1798,Bengaluru,T20250607-BEN
2025-06-07,Puffer Jacket,Outerwear,1,2499,2499,Bengaluru,T20250607-BEN
2025-06-07,Denim Jacket,Outerwear,3,1799,5397,Bengaluru,T20250607-BEN
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,9,1999,17991,Bengaluru,T20250607-BEN
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Bengaluru,T20250607-BEN
2025-06-07,Nehru Jacket,Ethnic & Occasion,6,1499,8994,Bengaluru,T20250607-BEN
2025-06-07,Embroidered Sherwani,Ethnic & Occasion,4,3499,13996,Bengaluru,T20250607-BEN
2025-06-07,Oversized Cotton Tee,Men · Topwear,20,349,6980,Mumbai,T20250607-MUM
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,10,999,9990,Mumbai,T20250607-MUM
2025-06-07,Zip-Up Hoodie,Men · Topwear,7,1299,9093,Mumbai,T20250607-MUM
2025-06-07,Pique Polo T-Shirt,Men · Topwear,10,599,5990,Mumbai,T20250607-MUM
2025-06-07,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Mumbai,T20250607-MUM
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,21,1499,31479,Mumbai,T20250607-MUM
2025-06-07,Cargo Joggers,Men · Bottomwear,8,899,7192,Mumbai,T20250607-MUM
2025-06-07,Rayon Crop Top,Women · Topwear,11,399,4389,Mumbai,T20250607-MUM
2025-06-07,Printed A-Line Kurti,Women · Topwear,10,799,7990,Mumbai,T20250607-MUM
2025-06-07,Ribbed Knit Top,Women · Topwear,11,549,6039,Mumbai,T20250607-MUM
2025-06-07,Oversized Sweatshirt,Women · Topwear,6,1099,6594,Mumbai,T20250607-MUM
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,11,1399,15389,Mumbai,T20250607-MUM
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,9,699,6291,Mumbai,T20250607-MUM
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,6,899,5394,Mumbai,T20250607-MUM
2025-06-07,Puffer Jacket,Outerwear,1,2499,2499,Mumbai,T20250607-MUM
2025-06-07,Denim Jacket,Outerwear,4,1799,7196,Mumbai,T20250607-MUM
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,6,1999,11994,Mumbai,T20250607-MUM
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,6,1599,9594,Mumbai,T20250607-MUM
2025-06-07,Nehru Jacket,Ethnic & Occasion,9,1499,13491,Mumbai,T20250607-MUM
2025-06-07,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Mumbai,T20250607-MUM
2025-06-07,Oversized Cotton Tee,Men · Topwear,17,349,5933,Delhi,T20250607-DEL
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,18,999,17982,Delhi,T20250607-DEL
2025-06-07,Pique Polo T-Shirt,Men · Topwear,12,599,7188,Delhi,T20250607-DEL
2025-06-07,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Delhi,T20250607-DEL
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,7,1499,10493,Delhi,T20250607-DEL
2025-06-07,Cargo Joggers,Men · Bottomwear,2,899,1798,Delhi,T20250607-DEL
2025-06-07,Rayon Crop Top,Women · Topwear,21,399,8379,Delhi,T20250607-DEL
2025-06-07,Printed A-Line Kurti,Women · Topwear,16,799,12784,Delhi,T20250607-DEL
2025-06-07,Ribbed Knit Top,Women · Topwear,4,549,2196,Delhi,T20250607-DEL
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,8,1399,11192,Delhi,T20250607-DEL
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Delhi,T20250607-DEL
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,7,899,6293,Delhi,T20250607-DEL
2025-06-07,Denim Jacket,Outerwear,3,1799,5397,Delhi,T20250607-DEL
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,10,1999,19990,Delhi,T20250607-DEL
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,10,1599,15990,Delhi,T20250607-DEL
2025-06-07,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Delhi,T20250607-DEL
2025-06-07,Oversized Cotton Tee,Men · Topwear,5,349,1745,Hyderabad,T20250607-HYD
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,7,999,6993,Hyderabad,T20250607-HYD
2025-06-07,Zip-Up Hoodie,Men · Topwear,5,1299,6495,Hyderabad,T20250607-HYD
2025-06-07,Pique Polo T-Shirt,Men · Topwear,10,599,5990,Hyderabad,T20250607-HYD
2025-06-07,Slim Fit Chinos,Men · Bottomwear,3,1199,3597,Hyderabad,T20250607-HYD
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,12,1499,17988,Hyderabad,T20250607-HYD
2025-06-07,Cargo Joggers,Men · Bottomwear,5,899,4495,Hyderabad,T20250607-HYD
2025-06-07,Rayon Crop Top,Women · Topwear,12,399,4788,Hyderabad,T20250607-HYD
2025-06-07,Printed A-Line Kurti,Women · Topwear,10,799,7990,Hyderabad,T20250607-HYD
2025-06-07,Ribbed Knit Top,Women · Topwear,4,549,2196,Hyderabad,T20250607-HYD
2025-06-07,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Hyderabad,T20250607-HYD
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,10,1399,13990,Hyderabad,T20250607-HYD
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Hyderabad,T20250607-HYD
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Hyderabad,T20250607-HYD
2025-06-07,Puffer Jacket,Outerwear,1,2499,2499,Hyderabad,T20250607-HYD
2025-06-07,Denim Jacket,Outerwear,1,1799,1799,Hyderabad,T20250607-HYD
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,4,1999,7996,Hyderabad,T20250607-HYD
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Hyderabad,T20250607-HYD
2025-06-07,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Hyderabad,T20250607-HYD
2025-06-07,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Hyderabad,T20250607-HYD
2025-06-07,Oversized Cotton Tee,Men · Topwear,8,349,2792,Chennai,T20250607-CHE
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,7,999,6993,Chennai,T20250607-CHE
2025-06-07,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Chennai,T20250607-CHE
2025-06-07,Pique Polo T-Shirt,Men · Topwear,9,599,5391,Chennai,T20250607-CHE
2025-06-07,Slim Fit Chinos,Men · Bottomwear,9,1199,10791,Chennai,T20250607-CHE
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,6,1499,8994,Chennai,T20250607-CHE
2025-06-07,Cargo Joggers,Men · Bottomwear,3,899,2697,Chennai,T20250607-CHE
2025-06-07,Rayon Crop Top,Women · Topwear,16,399,6384,Chennai,T20250607-CHE
2025-06-07,Printed A-Line Kurti,Women · Topwear,9,799,7191,Chennai,T20250607-CHE
2025-06-07,Ribbed Knit Top,Women · Topwear,3,549,1647,Chennai,T20250607-CHE
2025-06-07,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Chennai,T20250607-CHE
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Chennai,T20250607-CHE
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,8,699,5592,Chennai,T20250607-CHE
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,12,899,10788,Chennai,T20250607-CHE
2025-06-07,Denim Jacket,Outerwear,4,1799,7196,Chennai,T20250607-CHE
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,4,1999,7996,Chennai,T20250607-CHE
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,5,1599,7995,Chennai,T20250607-CHE
2025-06-07,Nehru Jacket,Ethnic & Occasion,5,1499,7495,Chennai,T20250607-CHE
2025-06-07,Oversized Cotton Tee,Men · Topwear,12,349,4188,Pune,T20250607-PUN
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,7,999,6993,Pune,T20250607-PUN
2025-06-07,Zip-Up Hoodie,Men · Topwear,2,1299,2598,Pune,T20250607-PUN
2025-06-07,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Pune,T20250607-PUN
2025-06-07,Slim Fit Chinos,Men · Bottomwear,1,1199,1199,Pune,T20250607-PUN
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Pune,T20250607-PUN
2025-06-07,Cargo Joggers,Men · Bottomwear,5,899,4495,Pune,T20250607-PUN
2025-06-07,Rayon Crop Top,Women · Topwear,10,399,3990,Pune,T20250607-PUN
2025-06-07,Printed A-Line Kurti,Women · Topwear,7,799,5593,Pune,T20250607-PUN
2025-06-07,Ribbed Knit Top,Women · Topwear,2,549,1098,Pune,T20250607-PUN
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,7,1399,9793,Pune,T20250607-PUN
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,3,699,2097,Pune,T20250607-PUN
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Pune,T20250607-PUN
2025-06-07,Puffer Jacket,Outerwear,1,2499,2499,Pune,T20250607-PUN
2025-06-07,Denim Jacket,Outerwear,1,1799,1799,Pune,T20250607-PUN
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,5,1999,9995,Pune,T20250607-PUN
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Pune,T20250607-PUN
2025-06-07,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Pune,T20250607-PUN
2025-06-07,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Pune,T20250607-PUN
2025-06-07,Oversized Cotton Tee,Men · Topwear,9,349,3141,Kolkata,T20250607-KOL
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,6,999,5994,Kolkata,T20250607-KOL
2025-06-07,Zip-Up Hoodie,Men · Topwear,2,1299,2598,Kolkata,T20250607-KOL
2025-06-07,Pique Polo T-Shirt,Men · Topwear,3,599,1797,Kolkata,T20250607-KOL
2025-06-07,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Kolkata,T20250607-KOL
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,9,1499,13491,Kolkata,T20250607-KOL
2025-06-07,Cargo Joggers,Men · Bottomwear,4,899,3596,Kolkata,T20250607-KOL
2025-06-07,Rayon Crop Top,Women · Topwear,9,399,3591,Kolkata,T20250607-KOL
2025-06-07,Printed A-Line Kurti,Women · Topwear,9,799,7191,Kolkata,T20250607-KOL
2025-06-07,Ribbed Knit Top,Women · Topwear,4,549,2196,Kolkata,T20250607-KOL
2025-06-07,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Kolkata,T20250607-KOL
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Kolkata,T20250607-KOL
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,7,699,4893,Kolkata,T20250607-KOL
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Kolkata,T20250607-KOL
2025-06-07,Denim Jacket,Outerwear,3,1799,5397,Kolkata,T20250607-KOL
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,2,1999,3998,Kolkata,T20250607-KOL
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,8,1599,12792,Kolkata,T20250607-KOL
2025-06-07,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Kolkata,T20250607-KOL
2025-06-07,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Kolkata,T20250607-KOL
2025-06-07,Oversized Cotton Tee,Men · Topwear,8,349,2792,Ahmedabad,T20250607-AHM
2025-06-07,Linen Blend Casual Shirt,Men · Topwear,10,999,9990,Ahmedabad,T20250607-AHM
2025-06-07,Pique Polo T-Shirt,Men · Topwear,8,599,4792,Ahmedabad,T20250607-AHM
2025-06-07,Slim Fit Chinos,Men · Bottomwear,2,1199,2398,Ahmedabad,T20250607-AHM
2025-06-07,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Ahmedabad,T20250607-AHM
2025-06-07,Cargo Joggers,Men · Bottomwear,1,899,899,Ahmedabad,T20250607-AHM
2025-06-07,Rayon Crop Top,Women · Topwear,7,399,2793,Ahmedabad,T20250607-AHM
2025-06-07,Printed A-Line Kurti,Women · Topwear,7,799,5593,Ahmedabad,T20250607-AHM
2025-06-07,Ribbed Knit Top,Women · Topwear,3,549,1647,Ahmedabad,T20250607-AHM
2025-06-07,High-Rise Skinny Jeans,Women · Bottomwear,7,1399,9793,Ahmedabad,T20250607-AHM
2025-06-07,Flowy Palazzo Pants,Women · Bottomwear,6,699,4194,Ahmedabad,T20250607-AHM
2025-06-07,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Ahmedabad,T20250607-AHM
2025-06-07,Denim Jacket,Outerwear,2,1799,3598,Ahmedabad,T20250607-AHM
2025-06-07,Anarkali Kurta Set,Ethnic & Occasion,3,1999,5997,Ahmedabad,T20250607-AHM
2025-06-07,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Ahmedabad,T20250607-AHM
2025-06-07,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Ahmedabad,T20250607-AHM
2025-06-07,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Ahmedabad,T20250607-AHM
2025-06-08,Oversized Cotton Tee,Men · Topwear,4,349,1396,Bengaluru,T20250608-BEN
2025-06-08,Linen Blend Casual Shirt,Men · Topwear,5,999,4995,Bengaluru,T20250608-BEN
2025-06-08,Zip-Up Hoodie,Men · Topwear,4,1299,5196,Bengaluru,T20250608-BEN
2025-06-08,Pique Polo T-Shirt,Men · Topwear,8,599,4792,Bengaluru,T20250608-BEN
2025-06-08,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Bengaluru,T20250608-BEN
2025-06-08,Straight Fit Denim Jeans,Men · Bottomwear,2,1499,2998,Bengaluru,T20250608-BEN
2025-06-08,Cargo Joggers,Men · Bottomwear,4,899,3596,Bengaluru,T20250608-BEN
2025-06-08,Rayon Crop Top,Women · Topwear,1,399,399,Bengaluru,T20250608-BEN
2025-06-08,Printed A-Line Kurti,Women · Topwear,5,799,3995,Bengaluru,T20250608-BEN
2025-06-08,Ribbed Knit Top,Women · Topwear,7,549,3843,Bengaluru,T20250608-BEN
2025-06-08,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Bengaluru,T20250608-BEN
2025-06-08,High-Rise Skinny Jeans,Women · Bottomwear,7,1399,9793,Bengaluru,T20250608-BEN
2025-06-08,Flowy Palazzo Pants,Women · Bottomwear,3,699,2097,Bengaluru,T20250608-BEN
2025-06-08,Pleated Midi Skirt,Women · Bottomwear,4,899,3596,Bengaluru,T20250608-BEN
2025-06-08,Puffer Jacket,Outerwear,4,2499,9996,Bengaluru,T20250608-BEN
2025-06-08,Denim Jacket,Outerwear,5,1799,8995,Bengaluru,T20250608-BEN
2025-06-08,Anarkali Kurta Set,Ethnic & Occasion,4,1999,7996,Bengaluru,T20250608-BEN
2025-06-08,Cotton Handloom Saree,Ethnic & Occasion,1,1599,1599,Bengaluru,T20250608-BEN
2025-06-08,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Bengaluru,T20250608-BEN
2025-06-08,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Bengaluru,T20250608-BEN
2025-06-08,Oversized Cotton Tee,Men · Topwear,9,349,3141,Mumbai,T20250608-MUM
2025-06-08,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Mumbai,T20250608-MUM
2025-06-08,Zip-Up Hoodie,Men · Topwear,8,1299,10392,Mumbai,T20250608-MUM
2025-06-08,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Mumbai,T20250608-MUM
2025-06-08,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Mumbai,T20250608-MUM
2025-06-08,Straight Fit Denim Jeans,Men · Bottomwear,10,1499,14990,Mumbai,T20250608-MUM
2025-06-08,Cargo Joggers,Men · Bottomwear,5,899,4495,Mumbai,T20250608-MUM
2025-06-08,Rayon Crop Top,Women · Topwear,11,399,4389,Mumbai,T20250608-MUM
2025-06-08,Printed A-Line Kurti,Women · Topwear,16,799,12784,Mumbai,T20250608-MUM
2025-06-08,Ribbed Knit Top,Women · Topwear,4,549,2196,Mumbai,T20250608-MUM
2025-06-08,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Mumbai,T20250608-MUM
2025-06-08,High-Rise Skinny Jeans,Women · Bottomwear,12,1399,16788,Mumbai,T20250608-MUM
2025-06-08,Flowy Palazzo Pants,Women · Bottomwear,8,699,5592,Mumbai,T20250608-MUM
2025-06-08,Pleated Midi Skirt,Women · Bottomwear,6,899,5394,Mumbai,T20250608-MUM
2025-06-08,Puffer Jacket,Outerwear,3,2499,7497,Mumbai,T20250608-MUM
2025-06-08,Denim Jacket,Outerwear,4,1799,7196,Mumbai,T20250608-MUM
2025-06-08,Anarkali Kurta Set,Ethnic & Occasion,6,1999,11994,Mumbai,T20250608-MUM
2025-06-08,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Mumbai,T20250608-MUM
2025-06-08,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Mumbai,T20250608-MUM
2025-06-08,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Mumbai,T20250608-MUM
